,ID,Household income,Education,Household size,Rainfall,Ave temp,Amount spent,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume,Gender_female,Gender_male,Method_borehole,Method_carried,Method_delivered,Method_well,Availability_not_often,Availability_often,Quality_fair,Quality_good,Quality_poor,Quality_very good,Predicted volume
96,97,45000,1,4,0,75,165,210,0,0,0,0,120,1,0,0,0,1,0,0,1,0,0,0,1,154.61172543076103
97,98,50000,1,4,0,75,200,250,0,0,0,0,200,1,0,0,0,1,0,1,0,1,0,0,0,196.53068975340744
98,99,80000,1,4,0,75,165,210,0,0,0,0,120,1,0,0,0,1,0,1,0,1,0,0,0,161.05167048101623
99,100,70000,1,5,0,75,285,330,0,0,0,0,400,1,0,0,0,1,0,0,1,1,0,0,0,356.0314207678711
100,101,85000,1,6,107,74,240,290,0,0,0,0,420,1,0,0,0,1,0,0,1,0,1,0,0,406.1798602582703
101,102,105000,1,3,107,74,480,300,0,0,0,0,390,1,0,0,0,1,0,0,1,1,0,0,0,386.0502325777832
102,103,40000,1,4,107,74,285,330,0,0,0,0,320,1,0,0,0,1,0,1,0,1,0,0,0,318.38942837345246
103,104,65000,1,5,107,74,210,260,0,0,0,0,300,1,0,0,0,1,0,0,1,1,0,0,0,305.55988986206484
104,105,85000,1,6,107,74,165,210,0,0,0,0,300,1,0,0,0,1,0,1,0,1,0,0,0,320.78989573416334
105,106,60000,1,3,107,74,405,450,0,0,0,0,330,1,0,0,0,1,0,1,0,0,1,0,0,391.5956164956523
106,107,75000,1,4,107,74,200,250,0,0,0,0,320,1,0,0,0,1,0,1,0,0,0,0,1,232.65536854182665
107,108,55000,1,5,107,74,285,330,0,0,0,0,400,1,0,0,0,1,0,1,0,1,0,0,0,384.79616235599866
108,109,95000,1,6,107,74,210,260,0,0,0,0,360,1,0,0,0,1,0,0,1,0,1,0,0,374.72660029472047
109,110,75000,1,4,107,74,330,380,0,0,0,0,360,1,0,0,0,1,0,1,0,0,1,0,0,376.9260936841918
110,111,85000,1,6,107,74,165,210,0,0,0,0,300,1,0,0,0,1,0,1,0,1,0,0,0,320.78989573416334
111,112,85000,1,4,107,74,240,290,0,0,0,0,280,1,0,0,0,1,0,1,0,1,0,0,0,278.88634519339655
112,113,85000,1,3,107,74,360,410,0,0,0,0,300,1,0,0,0,1,0,1,0,0,1,0,0,348.41256471545057
113,114,85000,1,4,107,74,405,450,0,0,0,0,440,1,0,0,1,0,0,0,1,0,1,0,0,479.875257934606
114,115,85000,1,5,107,74,450,500,0,0,0,0,600,1,0,0,0,1,0,0,1,1,0,0,0,575.5858125711925
