,ID,Household income,Education,Household size,Rainfall,Ave temp,Amount spent,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Volume,Gender_female,Gender_male,Method_borehole,Method_carried,Method_delivered,Method_well,Availability_not_often,Availability_often,Quality_fair,Quality_good,Quality_poor,Quality_very good,Predicted volume
201,202,55000,1,3,284,76,570,280,0,0,0,0,450,1,0,0,0,1,0,0,1,0,1,0,0,511.07787641562396
202,203,65000,1,4,284,76,480,300,0,0,0,0,520,1,0,0,0,1,0,1,0,0,1,0,0,492.1004273626898
203,204,105000,1,3,284,76,720,380,0,0,0,0,570,1,0,0,1,0,0,0,1,1,0,0,0,573.7292956483918
204,205,65000,1,5,284,76,300,350,0,0,0,0,550,0,1,0,1,0,0,0,1,0,1,0,0,358.8065639903437
205,206,60000,1,3,284,76,600,450,0,0,0,0,480,0,1,0,0,1,0,1,0,1,0,0,0,501.1064911541741
206,207,75000,1,4,284,76,450,500,0,0,0,0,480,1,0,0,1,0,0,0,1,1,0,0,0,475.0544820025839
207,208,105000,1,4,284,76,380,430,0,0,0,0,480,0,1,0,1,0,0,0,1,0,1,0,0,307.9982190386114
208,209,45000,1,3,284,76,765,280,0,0,0,0,600,1,0,0,1,0,0,0,1,0,1,0,0,575.145072273167
209,210,80000,1,4,284,76,525,480,0,0,0,0,560,1,0,0,0,1,0,1,0,1,0,0,0,523.3472965065002
210,211,80000,1,4,284,76,600,450,0,0,0,0,640,1,0,0,1,0,0,1,0,0,1,0,0,625.2421821868987
211,212,95000,1,6,284,76,165,210,0,0,0,0,300,1,0,0,0,1,0,1,0,0,1,0,0,266.58448567911165
212,213,85000,1,6,284,76,270,320,0,0,0,0,300,1,0,0,0,1,0,0,1,1,0,0,0,359.1997670011977
213,214,40000,1,4,284,76,240,290,0,0,0,0,280,1,0,0,1,0,0,0,1,0,1,0,0,285.78352735859954
