,ID,Household income,Education,Household size,Rainfall,Ave temp,Travel time,Amount spent,Willingness to pay,Kitchen Sink,ToiletWC,Garden,Car,Shortest distance,Height diff,LULC,Volume,Gender_female,Gender_male,Method_borehole,Method_carried,Method_delivered,Method_well,Availability_not_often,Availability_often,Quality_fair,Quality_good,Quality_poor,Quality_very good,Predicted volume
156,157,40000,1,5,107,74,132,380,430,0,0,0,0,196.02,9,7,100,1,0,0,0,1,0,1,0,1,0,0,0,260.42775567903
157,158,90000,1,6,107,74,122,210,260,0,0,0,0,224.45,11,7,60,1,0,0,0,1,0,0,1,1,0,0,0,297.49192553529
158,159,105000,1,6,107,74,113,180,230,0,0,0,0,215.2,11,7,120,1,0,0,0,1,0,0,1,1,0,0,0,313.0691847830075
159,160,70000,1,5,107,74,113,210,260,0,0,0,0,210.11,5,7,100,1,0,0,0,1,0,1,0,1,0,0,0,247.63418359983012
160,161,70000,1,3,107,74,92,210,260,0,0,0,0,250.91,6,7,90,1,0,0,0,1,0,0,1,1,0,0,0,163.4138076835286
161,162,70000,1,5,107,74,122,180,230,0,0,0,0,332.63,7,7,50,1,0,0,0,1,0,0,1,0,1,0,0,210.4006368589299
162,163,70000,1,6,107,74,122,210,260,0,0,0,0,389.28,1,7,60,1,0,0,0,1,0,1,0,0,1,0,0,298.4577389520607
163,164,70000,1,3,107,74,132,370,420,0,0,0,0,448.99,3,7,60,1,0,0,0,1,0,0,1,1,0,0,0,118.12684712888813
164,165,105000,1,4,107,74,132,210,260,0,0,0,0,338.76,10,7,80,1,0,0,0,1,0,0,1,0,1,0,0,124.76242189635906
165,166,40000,1,4,107,74,132,210,260,0,0,0,0,305.81,18,7,80,1,0,0,0,1,0,0,1,0,1,0,0,115.08762385052273
166,167,100000,1,3,107,74,92,320,370,0,0,0,0,308.01,18,7,90,1,0,0,0,1,0,1,0,1,0,0,0,216.0944722613506
167,168,40000,1,4,107,74,132,210,260,0,0,0,0,400.05,22,7,80,1,0,0,0,1,0,1,0,1,0,0,0,116.96992124835617
168,169,50000,1,4,107,74,132,140,190,0,0,0,0,420.33,23,7,80,1,0,0,0,1,0,1,0,1,0,0,0,88.37698097550799
169,170,55000,1,3,107,74,92,210,260,0,0,0,0,378.8,18,7,90,1,0,0,0,1,0,0,1,0,1,0,0,163.78827284636878
170,171,70000,1,5,107,74,122,210,260,0,0,0,0,426.9,11,7,50,1,0,0,0,1,0,1,0,1,0,0,0,225.2904816248727
171,172,50000,1,4,107,74,132,180,230,0,0,0,0,473.33,10,7,80,1,0,0,0,1,0,0,1,1,0,0,0,107.12160908523191
172,173,80000,1,4,107,74,132,210,260,0,0,0,0,531.51,18,7,80,1,0,0,0,1,0,0,1,0,1,0,0,125.22985348914716
173,174,80000,1,5,107,74,132,210,260,0,0,0,0,527.39,16,7,50,1,0,0,0,1,0,1,0,1,0,0,0,198.9180583535491
174,175,80000,1,6,107,74,122,190,240,0,0,0,0,463.04,4,7,60,1,0,0,0,1,0,0,1,1,0,0,0,292.6172578658277
175,176,80000,1,3,107,74,132,210,260,0,0,0,0,488.07,26,7,60,1,0,0,0,1,0,1,0,0,1,0,0,50.41110168970465
176,177,80000,1,4,107,74,120,210,260,0,0,0,0,474.22,15,7,80,1,0,0,0,1,0,0,1,0,1,0,0,159.75951856355232
177,178,80000,1,4,107,74,120,400,450,0,0,0,0,469.3,24,7,80,1,0,0,0,1,0,0,1,1,0,0,0,241.8309894348425
178,179,80000,1,5,107,74,130,210,260,0,0,0,0,470.34,17,7,50,1,0,0,0,1,0,1,0,0,1,0,0,203.64503294976458
179,180,80000,1,3,107,74,50,120,170,0,0,0,0,405.81,9,7,120,1,0,0,0,1,0,1,0,1,0,0,0,253.73606337155994
180,181,80000,1,4,107,74,90,280,330,0,0,0,0,379.33,16,7,120,1,0,0,0,1,0,1,0,1,0,0,0,277.2533342498176
181,182,50000,1,4,107,74,90,120,170,0,0,0,0,323.36,12,7,120,1,0,0,0,1,0,0,1,0,1,0,0,202.7379315428277
182,183,60000,1,3,107,74,90,120,170,0,0,0,0,373.55,9,7,90,1,0,0,0,1,0,1,0,1,0,0,0,131.4811778568855
183,184,50000,1,4,107,74,55,165,210,0,0,0,0,268.75,9,7,200,1,0,0,0,1,0,1,0,0,1,0,0,325.6002234166169
184,185,70000,1,5,107,74,130,380,430,0,0,0,0,342.38,2,7,100,1,0,0,1,0,0,1,0,0,1,0,0,278.68220389561753
185,186,95000,1,5,107,74,130,165,210,0,0,0,0,297.26,6,7,100,1,0,0,1,0,0,1,0,0,1,0,0,188.2336809683031
186,187,95000,1,6,107,74,130,120,170,0,0,0,1,231.68,8,7,120,1,0,0,0,1,0,0,1,0,1,0,0,235.59326930353967
